"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 21 07:51:08 GMT 2024","Wed Feb 21 07:51:12 GMT 2024","4030","","demoqa.AutomationPracticeFormWithJavaFakerTestCase","","demoqa.AutomationPracticeFormWithJavaFakerTestCase","fillFormTest","fillFormTest()",""
"passed","Wed Feb 21 07:51:20 GMT 2024","Wed Feb 21 07:51:20 GMT 2024","61","","files.FilesParsingTest","","files.FilesParsingTest","jsonParseImprovedTest","jsonParseImprovedTest()",""
"passed","Wed Feb 21 07:51:20 GMT 2024","Wed Feb 21 07:51:20 GMT 2024","3","","files.FilesParsingTest","","files.FilesParsingTest","jsonParseTest","jsonParseTest()",""
"passed","Wed Feb 21 07:50:48 GMT 2024","Wed Feb 21 07:50:54 GMT 2024","5536","","SearchTests","","SearchTests","successfulSearchTestYandex","successfulSearchTestYandex()",""
"passed","Wed Feb 21 07:51:32 GMT 2024","Wed Feb 21 07:51:33 GMT 2024","467","","allure.AttachmentsTest","","allure.AttachmentsTest","testLambdaAttachments","testLambdaAttachments()",""
"passed","Wed Feb 21 07:51:33 GMT 2024","Wed Feb 21 07:51:34 GMT 2024","1026","","allure.AttachmentsTest","","allure.AttachmentsTest","testAnnotatedAttachments","testAnnotatedAttachments()",""
"passed","Wed Feb 21 07:51:24 GMT 2024","Wed Feb 21 07:51:25 GMT 2024","612","","files.FilesParsingTest","","files.FilesParsingTest","xlsParseTest","xlsParseTest()",""
"passed","Wed Feb 21 07:51:15 GMT 2024","Wed Feb 21 07:51:18 GMT 2024","2703","","demoqa.AutomationPracticeFormWithRandomUtilsTestCase","","demoqa.AutomationPracticeFormWithRandomUtilsTestCase","fillFormTest","fillFormTest()",""
"passed","Wed Feb 21 07:51:25 GMT 2024","Wed Feb 21 07:51:28 GMT 2024","3458","","allure.SelenideTest","","allure.SelenideTest","testIssueSearch","testIssueSearch()",""
"passed","Wed Feb 21 07:50:39 GMT 2024","Wed Feb 21 07:50:41 GMT 2024","1395","","gitHub.BestContributorToSelenide","","gitHub.BestContributorToSelenide","solntsevShouldBeTheTopContributor","solntsevShouldBeTheTopContributor()",""
"passed","Wed Feb 21 07:50:56 GMT 2024","Wed Feb 21 07:50:58 GMT 2024","2124","","jUnit.JUnitSimpleTest","","jUnit.JUnitSimpleTest","productSiteUrlShouldBePresentInResultsOfSearchInGoggleByProductNameQuery","productSiteUrlShouldBePresentInResultsOfSearchInGoggleByProductNameQuery(String, String) Адрес https://qameta.io должен быть в выдаче гугла по запросу Allure testops",""
"passed","Wed Feb 21 07:50:59 GMT 2024","Wed Feb 21 07:51:01 GMT 2024","1765","","jUnit.JUnitSimpleTest","","jUnit.JUnitSimpleTest","productSiteUrlShouldBePresentInResultsOfSearchInGoggleByProductNameQuery","productSiteUrlShouldBePresentInResultsOfSearchInGoggleByProductNameQuery(String, String) Адрес https://qameta.io должен быть в выдаче гугла по запросу Allure testops",""
"passed","Wed Feb 21 07:51:28 GMT 2024","Wed Feb 21 07:51:30 GMT 2024","1990","","allure.StepsTest","","allure.StepsTest","testAnnotatedStep","testAnnotatedStep()",""
"passed","Wed Feb 21 07:51:19 GMT 2024","Wed Feb 21 07:51:20 GMT 2024","1391","","files.SelenideFilesTest","","files.SelenideFilesTest","selenideDownloadTest","selenideDownloadTest()",""
"passed","Wed Feb 21 07:51:02 GMT 2024","Wed Feb 21 07:51:04 GMT 2024","1525","","jUnit.JUnitSimpleTest","","jUnit.JUnitSimpleTest","searchResultsCountTest","searchResultsCountTest(String) Адрес {1} должен быть в выдаче гугла по запросу Allure testops",""
"passed","Wed Feb 21 07:51:20 GMT 2024","Wed Feb 21 07:51:20 GMT 2024","1","","files.FilesParsingTest","","files.FilesParsingTest","zipParseTest","zipParseTest()",""
"passed","Wed Feb 21 07:51:20 GMT 2024","Wed Feb 21 07:51:24 GMT 2024","3700","","files.FilesParsingTest","","files.FilesParsingTest","pdfParseTest","pdfParseTest()",""
"passed","Wed Feb 21 07:51:28 GMT 2024","Wed Feb 21 07:51:28 GMT 2024","1","","allure.LabelsTest","","allure.LabelsTest","testDynamicLabels","Создание Issue для авторизованного пользователя",""
"passed","Wed Feb 21 07:51:05 GMT 2024","Wed Feb 21 07:51:08 GMT 2024","3390","","demoqa.TextBoxTests","","demoqa.TextBoxTests","fillFormTest","fillFormTest()",""
"passed","Wed Feb 21 07:50:54 GMT 2024","Wed Feb 21 07:50:55 GMT 2024","913","","jUnit.SelenideTest","","jUnit.SelenideTest","selenideSiteShouldContainAllOfButtonsForGivenLocale","selenideSiteShouldContainAllOfButtonsForGivenLocale(Locale, List) Для локали EN отображаются кнопки [Quick start, Docs, FAQ, Blog, Javadoc, Users, Quotes]",""
"passed","Wed Feb 21 07:50:55 GMT 2024","Wed Feb 21 07:50:55 GMT 2024","347","","jUnit.SelenideTest","","jUnit.SelenideTest","selenideSiteShouldContainAllOfButtonsForGivenLocale","selenideSiteShouldContainAllOfButtonsForGivenLocale(Locale, List) Для локали RU отображаются кнопки [С чего начать?, Док, ЧАВО, Блог, Javadoc, Пользователи, Отзывы]",""
"passed","Wed Feb 21 07:51:12 GMT 2024","Wed Feb 21 07:51:15 GMT 2024","2801","","demoqa.AutomationPracticeFormTestCase","","demoqa.AutomationPracticeFormTestCase","fillFormTest","fillFormTest()",""
"passed","Wed Feb 21 07:51:18 GMT 2024","Wed Feb 21 07:51:19 GMT 2024","986","","files.SelenideFilesTest","","files.SelenideFilesTest","selenideUploadFile","selenideUploadFile()",""
"passed","Wed Feb 21 07:51:20 GMT 2024","Wed Feb 21 07:51:20 GMT 2024","30","","files.FilesParsingTest","","files.FilesParsingTest","csvParseTest","csvParseTest()",""
"passed","Wed Feb 21 07:50:54 GMT 2024","Wed Feb 21 07:50:54 GMT 2024","3","","jUnit.jUnitTest","","jUnit.jUnitTest","secondTest","secondTest()",""
"passed","Wed Feb 21 07:50:58 GMT 2024","Wed Feb 21 07:50:59 GMT 2024","1272","","jUnit.JUnitSimpleTest","","jUnit.JUnitSimpleTest","productSiteUrlShouldBePresentInResultsOfSearchInGoggleByProductNameQuery","productSiteUrlShouldBePresentInResultsOfSearchInGoggleByProductNameQuery(String, String) Адрес https://selenide.org должен быть в выдаче гугла по запросу Selenide",""
"passed","Wed Feb 21 07:50:41 GMT 2024","Wed Feb 21 07:50:48 GMT 2024","7659","","SearchTests","","SearchTests","testAlfa","testAlfa()",""
"passed","Wed Feb 21 07:51:28 GMT 2024","Wed Feb 21 07:51:28 GMT 2024","0","","allure.LabelsTest","","allure.LabelsTest","testStaticLabels","Создание Issue для авторизованного пользователя",""
"passed","Wed Feb 21 07:50:55 GMT 2024","Wed Feb 21 07:50:56 GMT 2024","425","","jUnit.JUnitSimpleTest","","jUnit.JUnitSimpleTest","simpleTest","Демонстрационный тест",""
"passed","Wed Feb 21 07:50:33 GMT 2024","Wed Feb 21 07:50:39 GMT 2024","6262","","gitHub.SelenideRepositorySearch","","gitHub.SelenideRepositorySearch","shouldFindSelenideRepositoryAtTheTop","shouldFindSelenideRepositoryAtTheTop()",""
"passed","Wed Feb 21 07:50:54 GMT 2024","Wed Feb 21 07:50:54 GMT 2024","28","","jUnit.jUnitTest","","jUnit.jUnitTest","firstTest","firstTest()",""
"passed","Wed Feb 21 07:51:05 GMT 2024","Wed Feb 21 07:51:05 GMT 2024","0","","NewTest","","NewTest","newTest","newTest()",""
"passed","Wed Feb 21 07:51:04 GMT 2024","Wed Feb 21 07:51:05 GMT 2024","1428","","jUnit.JUnitSimpleTest","","jUnit.JUnitSimpleTest","searchResultsCountTest","searchResultsCountTest(String) Адрес {1} должен быть в выдаче гугла по запросу Selenide",""
"passed","Wed Feb 21 07:51:30 GMT 2024","Wed Feb 21 07:51:32 GMT 2024","2149","","allure.StepsTest","","allure.StepsTest","testLambdaStep","testLambdaStep()",""
"passed","Wed Feb 21 07:51:01 GMT 2024","Wed Feb 21 07:51:02 GMT 2024","1169","","jUnit.JUnitSimpleTest","","jUnit.JUnitSimpleTest","productSiteUrlShouldBePresentInResultsOfSearchInGoggleByProductNameQuery","productSiteUrlShouldBePresentInResultsOfSearchInGoggleByProductNameQuery(String, String) Адрес https://selenide.org должен быть в выдаче гугла по запросу Selenide",""
